1.000000238418579102e+00,7.546303868293762207e-01,7.304647564888000488e-01,7.286881804466247559e-01,7.168564796447753906e-01,6.420856118202209473e-01
7.546303868293762207e-01,9.999999403953552246e-01,9.373290538787841797e-01,9.335805177688598633e-01,9.239189624786376953e-01,7.850007414817810059e-01
7.304647564888000488e-01,9.373290538787841797e-01,1.000000000000000000e+00,9.851166009902954102e-01,9.696343541145324707e-01,7.989515662193298340e-01
7.286881804466247559e-01,9.335805177688598633e-01,9.851166009902954102e-01,9.999999403953552246e-01,9.808484911918640137e-01,8.024812936782836914e-01
7.168564796447753906e-01,9.239189624786376953e-01,9.696343541145324707e-01,9.808484911918640137e-01,1.000000000000000000e+00,7.990324497222900391e-01
6.420856118202209473e-01,7.850007414817810059e-01,7.989515662193298340e-01,8.024812936782836914e-01,7.990324497222900391e-01,9.999999403953552246e-01
