L,P,frag,role,semantic_transfer,transfer_fraction,argmax_is_target,kl_from_base,kl_from_other,p_ansA,p_ansB,prop_cos_final,prop_distimprove_final
6,16,1,source_value,28.340110778808594,0.9781106437479441,True,12.918704848793913,8.638556277156633e-05,0.9994512598349613,2.4491609859231745e-06,0.668964147567749,0.4820512533187866
7,16,1,source_value,28.235063552856445,0.9744851177010656,True,12.813692208555517,8.915623822088792e-05,0.9994338999069691,2.720390313225169e-06,0.7141831517219543,0.5128778219223022
23,31,"
",assistant_prefix,27.86237335205078,0.9616223503296283,True,12.4410985452967,3.0676932951248893e-06,0.9997107349261739,3.9501064258261294e-06,0.9950152635574341,0.8987239599227905
8,16,1,source_value,27.755151748657227,0.9579217793495961,True,12.333785422020059,9.49284239985632e-05,0.9994307116826807,4.395951403125894e-06,0.6999127268791199,0.47886747121810913
9,16,1,source_value,27.566741943359375,0.9514191358918258,True,12.145384081452299,7.09274002794954e-05,0.9994805681641731,5.307620778977343e-06,0.7570202946662903,0.49915483593940735
22,31,"
",assistant_prefix,27.04912567138672,0.9335544920679152,True,11.62778186372602,2.5810395772310485e-05,0.999592459303454,8.907306416462592e-06,0.9914106726646423,0.8646200299263
10,16,1,source_value,27.01081085205078,0.93223212135108,True,11.589464557696104,7.887582674230535e-05,0.9994740116192624,9.254113931047186e-06,0.7714118957519531,0.49645447731018066
11,16,1,source_value,26.77364158630371,0.9240466281817817,True,11.35228470112718,7.60321712196217e-05,0.9994912202006118,1.1731231978923562e-05,0.8172943592071533,0.5203181505203247
21,31,"
",assistant_prefix,26.45581817626953,0.9130774946235901,True,11.03445785083669,2.854050349453145e-05,0.9996152059592034,1.6122279518292094e-05,0.9887022972106934,0.8455774188041687
15,20,4,threshold,26.400779724121094,0.9111779362103586,True,10.97939098791549,7.964427521499423e-05,0.9995621220022035,1.7033593506030686e-05,0.9068279266357422,0.5766581296920776
19,31,"
",assistant_prefix,26.30894660949707,0.9080084727046108,True,10.88761575175111,6.797180444555485e-05,0.9995104462025625,1.8670951074925194e-05,0.979030966758728,0.7944155931472778
20,31,"
",assistant_prefix,26.038522720336914,0.8986752528602817,True,10.617148734779963,3.7120586138999143e-05,0.99962799622199,2.4471529667189493e-05,0.9884995222091675,0.8441393971443176
18,31,"
",assistant_prefix,25.75705337524414,0.8889608179213093,True,10.335904229362134,0.00015655771439725916,0.9994077098755428,3.241947556593062e-05,0.9763615727424622,0.7823597192764282
17,31,"
",assistant_prefix,25.739551544189453,0.8883567720383105,True,10.318417078552223,7.039814571723195e-05,0.9996128485318682,3.29986420343966e-05,0.9759950637817383,0.7788745760917664
16,31,"
",assistant_prefix,19.069189071655273,0.6581405748270724,True,3.67369264880642,0.025804837640472887,0.974418734809333,0.025369474880129538,0.894725501537323,0.5094388127326965
11,20,4,threshold,12.083072662353516,0.41702666840191616,False,0.03502788508726001,3.3737743159792375,0.034258710303896406,0.9646475565620194,0.6750974059104919,0.22567296028137207
16,20,4,threshold,9.55305290222168,0.3297073464842338,False,0.003009880887296442,5.871768418014939,0.0028176569522040296,0.9960001340333052,0.622875988483429,0.16150934994220734
16,21,?,question_end,8.531913757324219,0.2944644684952484,False,0.0010411372542327923,6.890786978705019,0.0010171538505414942,0.9982355294349358,0.6608033180236816,0.15125985443592072
15,21,?,question_end,7.387720108032227,0.25497457392087197,False,0.0003687400750180596,8.034379141649062,0.000324139554119272,0.998838777196163,0.6343903541564941,0.12371017783880234
10,20,4,threshold,5.784597396850586,0.1996455245999595,False,0.00012140995672754645,9.637314568476999,6.525261565452877e-05,0.9990532484989463,0.5389088988304138,0.1185348853468895
9,20,4,threshold,3.5850391387939453,0.12373151845720257,False,4.433025960299449e-05,11.836739583997968,7.234256297533335e-06,0.9991728308133202,0.5072019100189209,0.10131389647722244
17,21,?,question_end,3.4333724975585938,0.11849700271195272,False,1.0161546555131336e-05,11.98825530410553,6.217247115956554e-06,0.9993390087528774,0.4617869555950165,0.0460047647356987
17,20,4,threshold,3.139923095703125,0.10836909652285885,False,1.0471834975382735e-05,12.281693035758053,4.636027653007376e-06,0.9993190913605945,0.3768939673900604,0.04519650340080261
19,21,?,question_end,3.1199474334716797,0.10767967057117554,False,4.6247328713721645e-06,12.30163576446687,4.5447618977283275e-06,0.9994121427412205,0.45271503925323486,0.047751035541296005
18,21,?,question_end,3.084249496459961,0.10644761708967981,False,4.4355809194908745e-06,12.33733203624826,4.38538607130123e-06,0.9994124066539359,0.4140772819519043,0.04123081639409065
15,31,"
",assistant_prefix,2.8082542419433594,0.09692211106136642,False,0.00012563659678330774,12.613235813072546,3.3286972575089183e-06,0.9997108781857905,0.45360979437828064,0.0893128365278244
19,20,4,threshold,2.7064857482910156,0.09340974487421712,False,4.688120348893813e-06,12.715032757558548,3.005829807525471e-06,0.999452138816502,0.3893206715583801,0.046119995415210724
